지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,201910,21,4500,7,1998,송정택지1길 37
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,201910,22,4470,5,1998,송정택지1길 37
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,201910,25,4550,9,1998,송정택지1길 37
강원도 평창군 진부면 하진부리,166-3,166,3,시대,47.3695,201910,1,6800,5,1993,청송로 74
강원도 평창군 진부면 하진부리,166-3,166,3,시대,54.66,201910,21,6000,17,1993,청송로 74
강원도 평창군 평창읍 종부리,576-1,576,1,녹주한아름,51.75,201910,10,7250,9,2000,종부로 73
강원도 홍천군 홍천읍 갈마곡리,219-1,219,1,미진민영,67.1,201910,21,14900,5,2012,갈마로 40-9
강원도 홍천군 홍천읍 갈마곡리,73,73,0,신성미소지음,84.8467,201910,13,22800,13,2007,갈마로8길 15
강원도 홍천군 홍천읍 갈마곡리,73,73,0,신성미소지음,84.8467,201910,23,21700,1,2007,갈마로8길 15
강원도 홍천군 홍천읍 갈마곡리,200,200,0,주공1차,49.83,201910,9,9750,7,2001,갈마로 14
강원도 홍천군 홍천읍 갈마곡리,200,200,0,주공1차,49.99,201910,9,9500,8,2001,갈마로 14
강원도 홍천군 홍천읍 갈마곡리,200,200,0,주공1차,49.71,201910,14,10000,4,2001,갈마로 14
강원도 홍천군 홍천읍 갈마곡리,200,200,0,주공1차,59.41,201910,16,14000,7,2001,갈마로 14
강원도 홍천군 홍천읍 갈마곡리,200,200,0,주공1차,49.83,201910,31,9700,8,2001,갈마로 14
강원도 홍천군 홍천읍 갈마곡리,222,222,0,주공2차,59.97,201910,3,16600,14,2004,갈마로 26
강원도 홍천군 홍천읍 갈마곡리,222,222,0,주공2차,51.57,201910,9,12500,1,2004,갈마로 26
강원도 홍천군 홍천읍 갈마곡리,222,222,0,주공2차,51.57,201910,10,13900,14,2004,갈마로 26
강원도 홍천군 홍천읍 갈마곡리,222,222,0,주공2차,59.97,201910,14,16300,4,2004,갈마로 26
강원도 홍천군 홍천읍 갈마곡리,222,222,0,주공2차,51.57,201910,21,13600,9,2004,갈마로 26
강원도 홍천군 홍천읍 갈마곡리,549,549,0,홍천오드카운티,59.9781,201910,9,21100,14,2016,갈마로11길 33
강원도 홍천군 홍천읍 갈마곡리,549,549,0,홍천오드카운티,59.9747,201910,31,20500,7,2016,갈마로11길 33
강원도 홍천군 홍천읍 갈마곡리,549,549,0,홍천오드카운티,59.9747,201910,31,19500,13,2016,갈마로11길 33
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,201910,8,15500,6,2007,남산마을길 13
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,201910,15,15900,13,2007,남산마을길 13
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,201910,17,15500,3,2007,남산마을길 13
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,201910,20,16700,14,2007,남산마을길 13
강원도 홍천군 홍천읍 연봉리,497,497,0,연봉아이파크,84.8117,201910,7,24200,2,2006,남산마을길 13-1
강원도 홍천군 홍천읍 연봉리,497,497,0,연봉아이파크,84.8117,201910,11,25800,9,2006,남산마을길 13-1
강원도 홍천군 홍천읍 연봉리,497,497,0,연봉아이파크,84.8117,201910,27,25300,7,2006,남산마을길 13-1
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,201910,7,10800,4,2000,연봉서로 46
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,201910,12,10000,13,2000,연봉서로 46
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,201910,28,10500,9,2000,연봉서로 46
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,201910,31,10000,13,2000,연봉서로 46
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,59.445,201910,1,14000,15,1996,연봉중앙로 18
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,59.445,201910,21,13800,14,1996,연봉중앙로 18
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,84.398,201910,25,19300,3,1996,연봉중앙로 18
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,84.398,201910,30,20700,13,1996,연봉중앙로 18
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,59.445,201910,31,15000,12,1996,연봉중앙로 18
강원도 홍천군 홍천읍 하오안리,155,155,0,삼호2차,48.202,201910,7,5900,4,2000,구시울1길 25
강원도 홍천군 홍천읍 하오안리,155,155,0,삼호2차,48.202,201910,14,6500,11,2000,구시울1길 25
강원도 홍천군 홍천읍 하오안리,155,155,0,삼호2차,48.202,201910,16,6250,15,2000,구시울1길 25
강원도 홍천군 홍천읍 희망리,Jan-43,43,1,미진1,84.87,201910,1,12000,5,1992,석화로 116
강원도 홍천군 홍천읍 희망리,Jan-43,43,1,미진1,82.86,201910,22,12300,5,1992,석화로 116
강원도 홍천군 홍천읍 희망리,112-2,112,2,삼보,51.26,201910,30,3500,1,1990,마지기로 64
강원도 홍천군 홍천읍 희망리,424,424,0,신아1차,39.99,201910,1,5300,5,1998,마지기로 110
강원도 홍천군 홍천읍 희망리,04월 13일,13,4,우신,29.79,201910,17,2000,5,1990,석화안길2길 17
강원도 화천군 사내면 사창리,746,746,0,로얄,54.78,201910,2,4500,5,1993,사내로7길 67
강원도 화천군 사내면 사창리,746,746,0,로얄,59.98,201910,9,4000,1,1993,사내로7길 67
강원도 화천군 하남면 위라리,599,599,0,대양고운채2차,59.88,201910,18,17600,10,2015,춘화로 3306
강원도 화천군 화천읍 신읍리,1788,1788,0,화천건영아모리움,51.9871,201910,7,14200,7,2017,옹기점길 17-3
강원도 횡성군 둔내면 둔방내리,589,589,0,경림,37.32,201910,16,4250,11,1999,경강로둔방5길 12
강원도 횡성군 횡성읍 교항리,67,67,0,횡성코아루센트럴퍼스트,59.94,201910,12,17390,5,2018,앞들서1로 62
강원도 횡성군 횡성읍 교항리,67,67,0,횡성코아루센트럴퍼스트,59.9617,201910,26,17700,5,2018,앞들서1로 62
강원도 횡성군 횡성읍 교항리,67,67,0,횡성코아루센트럴퍼스트,59.9617,201910,26,17800,20,2018,앞들서1로 62
강원도 횡성군 횡성읍 북천리,115-48,115,48,중앙,44.49,201910,12,3900,5,1988,북천로 7
강원도 횡성군 횡성읍 북천리,115-48,115,48,중앙,47.01,201910,26,4300,2,1988,북천로 7
강원도 횡성군 횡성읍 북천리,115-87,115,87,태우,74.47,201910,16,7100,1,1992,북천서로11번길 33
강원도 횡성군 횡성읍 북천리,115-87,115,87,태우,74.47,201910,17,6200,2,1992,북천서로11번길 33
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,19,14739,15,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,19,14247,1,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,19,14739,8,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,19,14247,7,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,19,14739,13,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,19,13098,6,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,19,13098,12,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,19,13098,5,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,19,13098,8,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,19,14739,15,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,19,13098,2,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,20,13073,2,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,20,14247,12,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,20,14739,5,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,20,13098,14,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,21,14739,2,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,21,13098,14,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,21,14739,5,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,21,14739,3,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,21,13098,9,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,30,13073,12,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,7,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,30,13098,11,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,5,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,7,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,30,13073,4,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,4,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,14,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,14,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,13,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,13,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,14,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,11,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,13,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,14,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,3,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,201910,30,14739,15,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,201910,30,13098,4,2013,어사매로 68
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,201910,30,14247,4,2013,어사매로 68
강원도 횡성군 횡성읍 읍하리,442,442,0,서도1차아파트,59.67,201910,7,8000,11,1997,교항북로 20
경기도 가평군 가평읍 달전리,339,339,0,유성,58.29,201910,25,6000,6,1993,달전로 39
경기도 가평군 가평읍 대곡리,402-1,402,1,썬힐,64.85,201910,17,19400,15,2008,문화로 63
경기도 가평군 가평읍 읍내리,771-1,771,1,에이원파란채,84.987,201910,10,20800,7,2007,가화로 223
경기도 가평군 설악면 선촌리,663,663,0,북한강코아루,84.11,201910,18,26500,6,2014,자잠로 86
경기도 가평군 청평면 청평리,626-8,626,8,로얄,84.86,201910,5,15000,5,2007,구청평로 56
경기도 가평군 청평면 청평리,470-37,470,37,청구,59.83,201910,4,12600,8,1998,경춘로 807-18
경기도 가평군 청평면 청평리,470-37,470,37,청구,59.83,201910,11,13500,7,1998,경춘로 807-18
경기도 가평군 청평면 청평리,76-20,76,20,청일덱스빌(2동),84.92,201910,31,14000,1,2004,강변나루로 42
경기도 가평군 청평면 청평리,837,837,0,청평삼성쉐르빌,84.68,201910,13,24000,15,2012,강변나루로 54
경기도 가평군 청평면 청평리,472,472,0,청평세양청마루,84.99,201910,19,18600,6,2007,경춘로 807-45
경기도 가평군 청평면 청평리,472,472,0,청평세양청마루,84.99,201910,21,18200,9,2007,경춘로 807-45
경기도 가평군 청평면 청평리,472,472,0,청평세양청마루,121.056,201910,30,26500,12,2007,경춘로 807-45
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201910,7,24900,8,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201910,25,23300,10,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201910,29,23000,15,2007,읍내로 25
경기도 고양덕양구 고양동,197,197,0,삼성,84.996,201910,17,23500,6,1998,혜음로 30
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.8767,201910,15,27500,12,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201910,16,27500,10,2008,푸른마을로 14
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201910,28,26900,14,2004,푸른마을로 16
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,59.98,201910,15,19000,9,2004,푸른마을로 15
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,59.9768,201910,14,20400,16,2007,푸른마을로 56
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201910,5,18200,4,1997,읍내로 28
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201910,17,27000,14,2014,통일로 760
경기도 고양덕양구 관산동,981,981,0,신성,59.52,201910,1,20500,11,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201910,1,25500,8,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201910,25,25000,12,1998,통일로 749-7
경기도 고양덕양구 관산동,126,126,0,유승(126),115.11,201910,14,26300,7,2000,통일로742번길 63
경기도 고양덕양구 관산동,134,134,0,윤창,46.71,201910,11,8500,3,1989,통일로742번길 52
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201910,5,26400,9,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201910,16,23500,9,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201910,22,19950,2,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,59.92,201910,24,20800,15,2003,통일로802번길 69
경기도 고양덕양구 관산동,996,996,0,주공그린빌,84.8,201910,28,26250,14,2003,통일로802번길 69
경기도 고양덕양구 관산동,338-4,338,4,중앙,52.29,201910,31,9600,1,1992,통일로794번길 24-16
경기도 고양덕양구 관산동,180-7,180,7,한승미메이드,78.679,201910,30,20000,6,2007,통일로754번길 15
경기도 고양덕양구 관산동,151,151,0,허스(151),44.46,201910,21,8500,4,1987,통일로742번길 42
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9956,201910,5,57000,22,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201910,11,55850,4,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201910,14,54800,8,2018,도래울1로 80
경기도 고양덕양구 도내동,1107,1107,0,고양원흥동일스위트,84.9832,201910,24,55000,7,2018,도래울1로 80
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,1,38600,12,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,3,38300,13,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.97,201910,4,38500,12,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.58,201910,5,42800,3,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201910,5,39300,1,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,11,40000,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201910,12,42500,10,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,15,38800,10,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201910,20,42900,14,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.58,201910,21,43000,9,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,23,38400,22,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.98,201910,23,41900,18,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,25,38300,8,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,27,38500,11,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,84.93,201910,29,39900,3,2014,도래울로 85
경기도 고양덕양구 도내동,983,983,0,엘에이치원흥도래울마을2단지,74.98,201910,30,37500,4,2014,도래울로 85
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,84.68,201910,5,43500,11,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,59.92,201910,9,36300,5,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,59.85,201910,11,35500,6,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,59.78,201910,18,34300,3,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,59.98,201910,19,35600,5,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,84.88,201910,25,42400,14,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,59.74,201910,25,36800,11,2013,도래울3로 33
경기도 고양덕양구 도내동,1011,1011,0,엘에이치원흥도래울마을4단지,59.98,201910,26,35000,4,2013,도래울3로 33
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,74.96,201910,1,39000,4,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.98,201910,2,41700,22,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.93,201910,3,44800,13,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,6,44850,11,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,9,43700,5,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,9,44700,14,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,74.97,201910,11,40000,12,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.98,201910,13,43700,7,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.88,201910,15,43000,11,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,16,44500,8,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,19,43000,6,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,19,42500,2,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.88,201910,20,43500,14,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.98,201910,21,43500,4,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,74.96,201910,22,39500,14,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.68,201910,26,41000,2,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,74.96,201910,29,40000,15,2013,도래울로 16
경기도 고양덕양구 도내동,1103,1103,0,엘에이치원흥도래울마을6단지,84.38,201910,30,45000,5,2013,도래울로 16
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9491,201910,1,54900,15,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9552,201910,4,54000,7,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9491,201910,8,52500,1,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,69.6752,201910,12,49000,11,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9552,201910,15,56400,18,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,101.2647,201910,18,60000,19,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9491,201910,24,52500,3,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9491,201910,25,53800,6,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,69.6752,201910,28,49300,23,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,84.9491,201910,28,55000,6,2017,도래울로 17
경기도 고양덕양구 도내동,1006,1006,0,원흥호반베르디움더퍼스트5단지,69.6752,201910,31,49400,12,2017,도래울로 17
경기도 고양덕양구 동산동,344,344,0,A21블럭 동산마을 호반베르디움,84.954,201910,5,50500,8,2012,동산2로 18
경기도 고양덕양구 동산동,344,344,0,A21블럭 동산마을 호반베르디움,84.954,201910,27,50700,10,2012,동산2로 18
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.954,201910,4,55800,21,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9905,201910,4,59500,23,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9397,201910,4,52750,3,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9905,201910,5,54400,4,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9397,201910,5,56900,13,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9397,201910,5,56000,5,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9397,201910,11,58000,8,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.954,201910,12,55500,8,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9397,201910,12,55800,8,2012,세솔로 25
경기도 고양덕양구 동산동,365,365,0,동산마을22단지호반베르디움,84.9397,201910,26,56000,26,2012,세솔로 25
경기도 고양덕양구 삼송동,306,306,0,고양삼송동원로얄듀크,84.9707,201910,15,49600,2,2012,세솔로 105
경기도 고양덕양구 삼송동,331,331,0,삼송 스타클래스,84.97,201910,29,55800,13,2014,덕수천1로 59
경기도 고양덕양구 삼송동,331,331,0,삼송 스타클래스,101.51,201910,30,64500,12,2014,덕수천1로 59
경기도 고양덕양구 삼송동,311,311,0,삼송2차아이파크,84.762,201910,3,63500,17,2015,세솔로 73
경기도 고양덕양구 삼송동,311,311,0,삼송2차아이파크,74.903,201910,5,58000,20,2015,세솔로 73
경기도 고양덕양구 삼송동,311,311,0,삼송2차아이파크,84.739,201910,8,60000,2,2015,세솔로 73
경기도 고양덕양구 삼송동,311,311,0,삼송2차아이파크,74.988,201910,14,58000,13,2015,세솔로 73
경기도 고양덕양구 삼송동,311,311,0,삼송2차아이파크,84.762,201910,19,62500,16,2015,세솔로 73
경기도 고양덕양구 성사동,407-9,407,9,동원(407-9),49.32,201910,1,21290,4,1988,고양대로1407번길 25
경기도 고양덕양구 성사동,501-2,501,2,명지캐럿86,84.95,201910,7,28700,6,2007,호국로 822
경기도 고양덕양구 성사동,501-2,501,2,명지캐럿86,84.95,201910,10,31000,7,2007,호국로 822
경기도 고양덕양구 성사동,404-7,404,7,미도(404-7),43.56,201910,1,14900,4,1986,마상로 200-18
경기도 고양덕양구 성사동,422-3,422,3,미도(422-3),42.03,201910,1,14000,5,1988,마상로 187
경기도 고양덕양구 성사동,422-3,422,3,미도(422-3),42.03,201910,14,13900,3,1988,마상로 187
경기도 고양덕양구 성사동,422-3,422,3,미도(422-3),42.03,201910,23,16500,3,1988,마상로 187
경기도 고양덕양구 성사동,404-28,404,28,미미,56.08,201910,5,16300,5,1992,고양대로1407번길 68
경기도 고양덕양구 성사동,404-28,404,28,미미,77.68,201910,23,22500,3,1992,고양대로1407번길 68
경기도 고양덕양구 성사동,860,860,0,삼성래미안,117.99,201910,6,47000,7,2009,호국로 860
경기도 고양덕양구 성사동,860,860,0,삼성래미안,84.99,201910,10,44000,18,2009,호국로 860
경기도 고양덕양구 성사동,860,860,0,삼성래미안,132.5,201910,13,50250,16,2009,호국로 860
경기도 고양덕양구 성사동,860,860,0,삼성래미안,84.99,201910,16,41750,8,2009,호국로 860
경기도 고양덕양구 성사동,860,860,0,삼성래미안,132.5,201910,26,50000,6,2009,호국로 860
경기도 고양덕양구 성사동,705-15,705,15,서안,44.73,201910,1,14000,3,1986,고양대로1395번길 11-12
경기도 고양덕양구 성사동,704-5,704,5,성사루체하임,19.7917,201910,14,13900,11,2018,고양대로 1391
경기도 고양덕양구 성사동,493,493,0,세현,59.31,201910,2,22770,4,1986,호국로812번길 27
경기도 고양덕양구 성사동,405-8,405,8,수정(405-8),51.39,201910,10,21300,2,1986,고양대로1407번길 45-17
경기도 고양덕양구 성사동,730,730,0,신원당(대명),83.3,201910,2,30400,6,1993,고양대로1384번길 60
경기도 고양덕양구 성사동,730,730,0,신원당(대명),58.68,201910,3,22300,5,1993,고양대로1384번길 60
경기도 고양덕양구 성사동,730,730,0,신원당(대명),58.68,201910,4,21200,13,1993,고양대로1384번길 60
경기도 고양덕양구 성사동,719,719,0,신원당(동문),84.495,201910,25,31500,17,1992,고양대로1384번길 19-23
경기도 고양덕양구 성사동,724,724,0,신원당(동신2),57,201910,5,19450,4,1991,고양대로1384번길 53
경기도 고양덕양구 성사동,724,724,0,신원당(동신2),57,201910,26,18900,15,1991,고양대로1384번길 53
경기도 고양덕양구 성사동,726,726,0,신원당(삼보),114.33,201910,25,34500,2,1992,호국로742번길 53
